Factura,fecha_emi,fecha_vto,Neto Gravado,Neto No Gravado,Importe Total,Razon Social
A 0003-00010524,2020-09-28,2020-10-13,3025.0000,0.0000,3660.250000000,LIFT VAN INT. CO S.A                                                            
A 0003-00010524,2020-09-28,2020-10-13,1800.0000,0.0000,2178.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00010524,2020-09-28,2020-10-13,4900.0000,0.0000,5929.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00010524,2020-09-28,2020-10-13,17000.0000,0.0000,20570.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00010524,2020-09-28,2020-10-13,12000.0000,0.0000,14520.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00010524,2020-09-28,2020-10-13,6500.0000,0.0000,7865.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00010530,2020-09-29,2020-10-14,154958.6800,0.0000,187500.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00010531,2020-09-29,2020-10-14,309917.3600,0.0000,375000.010000000,LIFT VAN INT. CO S.A                                                            
A 0003-00010538,2020-10-02,2020-10-17,74628.1000,0.0000,90300.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00010565,2020-10-02,2020-10-17,75371.9000,0.0000,91200.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00000868,2020-10-02,2020-10-02,-74628.1000,0.0000,-90300.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00010586,2020-10-07,2020-10-22,157024.7900,0.0000,190000.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00010590,2020-10-07,2020-10-22,157024.7900,0.0000,190000.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00010591,2020-10-07,2020-10-22,125619.8400,0.0000,152000.010000000,LIFT VAN INT. CO S.A                                                            
A 0003-00010598,2020-10-09,2020-10-24,30300.0000,0.0000,36663.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00010598,2020-10-09,2020-10-24,7200.0000,0.0000,8712.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00010598,2020-10-09,2020-10-24,4284.0000,0.0000,5183.640000000,LIFT VAN INT. CO S.A                                                            
A 0003-00010598,2020-10-09,2020-10-24,9840.0000,0.0000,11906.400000000,LIFT VAN INT. CO S.A                                                            
A 0003-00010598,2020-10-09,2020-10-24,3025.0000,0.0000,3660.250000000,LIFT VAN INT. CO S.A                                                            
A 0003-00010598,2020-10-09,2020-10-24,1800.0000,0.0000,2178.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00010598,2020-10-09,2020-10-24,7760.5000,0.0000,9390.210000000,LIFT VAN INT. CO S.A                                                            
A 0003-00010611,2020-10-09,2020-10-24,50247.9300,0.0000,60800.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00010627,2020-10-15,2020-10-30,30300.0000,0.0000,36663.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00010627,2020-10-15,2020-10-30,6290.0000,0.0000,7610.900000000,LIFT VAN INT. CO S.A                                                            
A 0003-00010627,2020-10-15,2020-10-30,9840.0000,0.0000,11906.400000000,LIFT VAN INT. CO S.A                                                            
A 0003-00010627,2020-10-15,2020-10-30,3025.0000,0.0000,3660.250000000,LIFT VAN INT. CO S.A                                                            
A 0003-00010627,2020-10-15,2020-10-30,1800.0000,0.0000,2178.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00010627,2020-10-15,2020-10-30,5600.0000,0.0000,6776.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00010627,2020-10-15,2020-10-30,10250.0000,0.0000,12402.500000000,LIFT VAN INT. CO S.A                                                            
A 0003-00010627,2020-10-15,2020-10-30,5500.0000,0.0000,6655.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00010628,2020-10-15,2020-10-30,30300.0000,0.0000,36663.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00010628,2020-10-15,2020-10-30,12000.0000,0.0000,14520.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00010628,2020-10-15,2020-10-30,2400.0000,0.0000,2904.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00010628,2020-10-15,2020-10-30,9840.0000,0.0000,11906.400000000,LIFT VAN INT. CO S.A                                                            
A 0003-00010628,2020-10-15,2020-10-30,3025.0000,0.0000,3660.250000000,LIFT VAN INT. CO S.A                                                            
A 0003-00010628,2020-10-15,2020-10-30,1800.0000,0.0000,2178.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00010628,2020-10-15,2020-10-30,7760.5000,0.0000,9390.210000000,LIFT VAN INT. CO S.A                                                            
A 0003-00010628,2020-10-15,2020-10-30,20000.0000,0.0000,24200.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00010628,2020-10-15,2020-10-30,8250.0000,0.0000,9982.500000000,LIFT VAN INT. CO S.A                                                            
A 0003-00010628,2020-10-15,2020-10-30,12100.0000,0.0000,14641.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00010640,2020-10-20,2020-11-04,63223.1400,0.0000,76500.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00010647,2020-10-21,2020-11-05,30300.0000,0.0000,36663.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00010647,2020-10-21,2020-11-05,2520.0000,0.0000,3049.200000000,LIFT VAN INT. CO S.A                                                            
A 0003-00010647,2020-10-21,2020-11-05,9840.0000,0.0000,11906.400000000,LIFT VAN INT. CO S.A                                                            
A 0003-00010647,2020-10-21,2020-11-05,3025.0000,0.0000,3660.250000000,LIFT VAN INT. CO S.A                                                            
A 0003-00010647,2020-10-21,2020-11-05,1800.0000,0.0000,2178.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00010647,2020-10-21,2020-11-05,4900.0000,0.0000,5929.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00010672,2020-10-26,2020-11-10,128099.1700,0.0000,155000.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00010696,2020-10-28,2020-11-12,129338.8400,0.0000,156500.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00010710,2020-10-29,2020-11-13,30300.0000,0.0000,36663.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00010710,2020-10-29,2020-11-13,17568.0000,0.0000,21257.280000000,LIFT VAN INT. CO S.A                                                            
A 0003-00010710,2020-10-29,2020-11-13,10200.0000,0.0000,12342.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00010710,2020-10-29,2020-11-13,9840.0000,0.0000,11906.400000000,LIFT VAN INT. CO S.A                                                            
A 0003-00010710,2020-10-29,2020-11-13,3025.0000,0.0000,3660.250000000,LIFT VAN INT. CO S.A                                                            
A 0003-00010710,2020-10-29,2020-11-13,1800.0000,0.0000,2178.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00010710,2020-10-29,2020-11-13,7760.5000,0.0000,9390.210000000,LIFT VAN INT. CO S.A                                                            
A 0003-00010722,2020-10-30,2020-11-14,128099.1700,0.0000,155000.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00010724,2020-10-30,2020-11-14,30300.0000,0.0000,36663.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00010724,2020-10-30,2020-11-14,4480.0000,0.0000,5420.800000000,LIFT VAN INT. CO S.A                                                            
A 0003-00010724,2020-10-30,2020-11-14,9840.0000,0.0000,11906.400000000,LIFT VAN INT. CO S.A                                                            
A 0003-00010724,2020-10-30,2020-11-14,3025.0000,0.0000,3660.250000000,LIFT VAN INT. CO S.A                                                            
A 0003-00010724,2020-10-30,2020-11-14,1800.0000,0.0000,2178.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00010724,2020-10-30,2020-11-14,5600.0000,0.0000,6776.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00010724,2020-10-30,2020-11-14,15000.0000,0.0000,18150.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00010724,2020-10-30,2020-11-14,25000.0000,0.0000,30250.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00010724,2020-10-30,2020-11-14,18000.0000,0.0000,21780.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00010724,2020-10-30,2020-11-14,7700.0000,0.0000,9317.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00010756,2020-11-04,2020-11-19,51570.2500,0.0000,62400.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00010801,2020-11-10,2020-11-25,130165.2900,0.0000,157500.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00010824,2020-11-12,2020-11-27,130578.5100,0.0000,158000.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00010854,2020-11-17,2020-12-02,130991.7400,0.0000,158500.010000000,LIFT VAN INT. CO S.A                                                            
A 0003-00010874,2020-11-19,2020-12-04,130991.7400,0.0000,158500.010000000,LIFT VAN INT. CO S.A                                                            
A 0003-00010883,2020-11-20,2020-12-05,35500.0000,0.0000,42955.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00010883,2020-11-20,2020-12-05,3520.0000,0.0000,4259.200000000,LIFT VAN INT. CO S.A                                                            
A 0003-00010883,2020-11-20,2020-12-05,10080.0000,0.0000,12196.800000000,LIFT VAN INT. CO S.A                                                            
A 0003-00010883,2020-11-20,2020-12-05,4200.0000,0.0000,5082.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00010883,2020-11-20,2020-12-05,1800.0000,0.0000,2178.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00010883,2020-11-20,2020-12-05,5600.0000,0.0000,6776.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00010883,2020-11-20,2020-12-05,25000.0000,0.0000,30250.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00010883,2020-11-20,2020-12-05,15000.0000,0.0000,18150.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00010883,2020-11-20,2020-12-05,21000.0000,0.0000,25410.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00010891,2020-11-24,2020-12-09,132760.3300,0.0000,160640.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00010901,2020-11-25,2020-12-10,35500.0000,0.0000,42955.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00010901,2020-11-25,2020-12-10,15200.0000,0.0000,18392.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00010901,2020-11-25,2020-12-10,2560.0000,0.0000,3097.600000000,LIFT VAN INT. CO S.A                                                            
A 0003-00010901,2020-11-25,2020-12-10,10080.0000,0.0000,12196.800000000,LIFT VAN INT. CO S.A                                                            
A 0003-00010901,2020-11-25,2020-12-10,4200.0000,0.0000,5082.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00010901,2020-11-25,2020-12-10,1800.0000,0.0000,2178.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00010901,2020-11-25,2020-12-10,7760.5000,0.0000,9390.210000000,LIFT VAN INT. CO S.A                                                            
A 0003-00010901,2020-11-25,2020-12-10,27300.0000,0.0000,33033.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00010905,2020-11-25,2020-12-10,131818.1800,0.0000,159500.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00010924,2020-11-26,2020-12-11,35500.0000,0.0000,42955.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00010924,2020-11-26,2020-12-11,4400.0000,0.0000,5324.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00010924,2020-11-26,2020-12-11,10080.0000,0.0000,12196.800000000,LIFT VAN INT. CO S.A                                                            
A 0003-00010924,2020-11-26,2020-12-11,4200.0000,0.0000,5082.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00010924,2020-11-26,2020-12-11,1800.0000,0.0000,2178.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00010924,2020-11-26,2020-12-11,5600.0000,0.0000,6776.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00010925,2020-11-26,2020-12-11,35500.0000,0.0000,42955.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00010925,2020-11-26,2020-12-11,7920.0000,0.0000,9583.200000000,LIFT VAN INT. CO S.A                                                            
A 0003-00010925,2020-11-26,2020-12-11,10080.0000,0.0000,12196.800000000,LIFT VAN INT. CO S.A                                                            
A 0003-00010925,2020-11-26,2020-12-11,4200.0000,0.0000,5082.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00010925,2020-11-26,2020-12-11,1800.0000,0.0000,2178.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00010925,2020-11-26,2020-12-11,5800.0000,0.0000,7018.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00010927,2020-11-27,2020-12-12,66115.7000,0.0000,80000.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00010940,2020-11-30,2020-12-15,79586.7800,0.0000,96300.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00010950,2020-12-01,2020-12-16,20160.0000,0.0000,24393.600000000,LIFT VAN INT. CO S.A                                                            
A 0003-00010955,2020-12-01,2020-12-16,35500.0000,0.0000,42955.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00010955,2020-12-01,2020-12-16,4950.0000,0.0000,5989.500000000,LIFT VAN INT. CO S.A                                                            
A 0003-00010955,2020-12-01,2020-12-16,10080.0000,0.0000,12196.800000000,LIFT VAN INT. CO S.A                                                            
A 0003-00010955,2020-12-01,2020-12-16,4200.0000,0.0000,5082.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00010955,2020-12-01,2020-12-16,1800.0000,0.0000,2178.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00010955,2020-12-01,2020-12-16,5800.0000,0.0000,7018.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00010957,2020-12-02,2020-12-17,166322.3100,0.0000,201250.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00010981,2020-12-03,2020-12-18,133471.0800,0.0000,161500.010000000,LIFT VAN INT. CO S.A                                                            
A 0003-00010985,2020-12-03,2020-12-18,53388.4300,0.0000,64600.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00010986,2020-12-03,2020-12-18,133057.8500,0.0000,161000.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00010988,2020-12-03,2020-12-18,35500.0000,0.0000,42955.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00010988,2020-12-03,2020-12-18,4620.0000,0.0000,5590.200000000,LIFT VAN INT. CO S.A                                                            
A 0003-00010988,2020-12-03,2020-12-18,10080.0000,0.0000,12196.800000000,LIFT VAN INT. CO S.A                                                            
A 0003-00010988,2020-12-03,2020-12-18,4200.0000,0.0000,5082.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00010988,2020-12-03,2020-12-18,1800.0000,0.0000,2178.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00010988,2020-12-03,2020-12-18,5800.0000,0.0000,7018.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00010988,2020-12-03,2020-12-18,29000.0000,0.0000,35090.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00010988,2020-12-03,2020-12-18,24000.0000,0.0000,29040.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00010988,2020-12-03,2020-12-18,25000.0000,0.0000,30250.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00010999,2020-12-04,2020-12-19,300309.9200,0.0000,363375.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011012,2020-12-09,2020-12-24,35500.0000,0.0000,42955.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011012,2020-12-09,2020-12-24,3960.0000,0.0000,4791.600000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011012,2020-12-09,2020-12-24,10080.0000,0.0000,12196.800000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011012,2020-12-09,2020-12-24,4200.0000,0.0000,5082.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011012,2020-12-09,2020-12-24,1800.0000,0.0000,2178.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011012,2020-12-09,2020-12-24,5800.0000,0.0000,7018.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011012,2020-12-09,2020-12-24,3000.0000,0.0000,3630.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00000892,2020-12-10,2020-12-10,-35500.0000,0.0000,-42955.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00000892,2020-12-10,2020-12-10,-3960.0000,0.0000,-4791.600000000,LIFT VAN INT. CO S.A                                                            
A 0003-00000892,2020-12-10,2020-12-10,-10080.0000,0.0000,-12196.800000000,LIFT VAN INT. CO S.A                                                            
A 0003-00000892,2020-12-10,2020-12-10,-4200.0000,0.0000,-5082.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00000892,2020-12-10,2020-12-10,-1800.0000,0.0000,-2178.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00000892,2020-12-10,2020-12-10,-5800.0000,0.0000,-7018.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00000892,2020-12-10,2020-12-10,-3000.0000,0.0000,-3630.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011015,2020-12-10,2020-12-25,35500.0000,0.0000,42955.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011015,2020-12-10,2020-12-25,3960.0000,0.0000,4791.600000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011015,2020-12-10,2020-12-25,10080.0000,0.0000,12196.800000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011015,2020-12-10,2020-12-25,4200.0000,0.0000,5082.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011015,2020-12-10,2020-12-25,1800.0000,0.0000,2178.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011015,2020-12-10,2020-12-25,5800.0000,0.0000,7018.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011015,2020-12-10,2020-12-25,23200.0000,0.0000,28072.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011015,2020-12-10,2020-12-25,4000.0000,0.0000,4840.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011015,2020-12-10,2020-12-25,12000.0000,0.0000,14520.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011017,2020-12-11,2020-12-26,169504.1300,0.0000,205100.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011038,2020-12-14,2020-12-29,35500.0000,0.0000,42955.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011038,2020-12-14,2020-12-29,6160.0000,0.0000,7453.600000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011038,2020-12-14,2020-12-29,10080.0000,0.0000,12196.800000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011038,2020-12-14,2020-12-29,4200.0000,0.0000,5082.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011038,2020-12-14,2020-12-29,1800.0000,0.0000,2178.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011038,2020-12-14,2020-12-29,5600.0000,0.0000,6776.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011038,2020-12-14,2020-12-29,3000.0000,0.0000,3630.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011038,2020-12-14,2020-12-29,30000.0000,0.0000,36300.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011038,2020-12-14,2020-12-29,17800.0000,0.0000,21538.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011076,2020-12-17,2021-01-01,135123.9700,0.0000,163500.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011077,2020-12-17,2021-01-01,168904.9600,0.0000,204375.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011091,2020-12-18,2021-01-02,2400.0000,0.0000,2904.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011091,2020-12-18,2021-01-02,13100.0000,0.0000,15851.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011091,2020-12-18,2021-01-02,7000.0000,0.0000,8470.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011091,2020-12-18,2021-01-02,28380.0000,0.0000,34339.800000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011091,2020-12-18,2021-01-02,7760.5000,0.0000,9390.210000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011091,2020-12-18,2021-01-02,7000.0000,0.0000,8470.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011091,2020-12-18,2021-01-02,31200.0000,0.0000,37752.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011091,2020-12-18,2021-01-02,24000.0000,0.0000,29040.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011091,2020-12-18,2021-01-02,14000.0000,0.0000,16940.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011093,2020-12-18,2021-01-02,35500.0000,0.0000,42955.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011093,2020-12-18,2021-01-02,7920.0000,0.0000,9583.200000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011093,2020-12-18,2021-01-02,10080.0000,0.0000,12196.800000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011093,2020-12-18,2021-01-02,4200.0000,0.0000,5082.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011093,2020-12-18,2021-01-02,1800.0000,0.0000,2178.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011093,2020-12-18,2021-01-02,5800.0000,0.0000,7018.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011100,2020-12-19,2021-01-03,8888.0000,0.0000,10754.480000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011100,2020-12-19,2021-01-03,35500.0000,0.0000,42955.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011100,2020-12-19,2021-01-03,2640.0000,0.0000,3194.400000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011100,2020-12-19,2021-01-03,10080.0000,0.0000,12196.800000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011100,2020-12-19,2021-01-03,4200.0000,0.0000,5082.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011100,2020-12-19,2021-01-03,1800.0000,0.0000,2178.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011100,2020-12-19,2021-01-03,5800.0000,0.0000,7018.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011100,2020-12-19,2021-01-03,16250.0000,0.0000,19662.500000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011107,2020-12-21,2021-01-05,169421.4900,0.0000,205000.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011111,2020-12-21,2021-01-05,2400.0000,0.0000,2904.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011111,2020-12-21,2021-01-05,13100.0000,0.0000,15851.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011111,2020-12-21,2021-01-05,4620.0000,0.0000,5590.200000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011111,2020-12-21,2021-01-05,20433.6000,0.0000,24724.660000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011111,2020-12-21,2021-01-05,7760.5000,0.0000,9390.210000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011111,2020-12-21,2021-01-05,4620.0000,0.0000,5590.200000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011111,2020-12-21,2021-01-05,23000.0000,0.0000,27830.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011111,2020-12-21,2021-01-05,12000.0000,0.0000,14520.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011111,2020-12-21,2021-01-05,14000.0000,0.0000,16940.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011112,2020-12-21,2021-01-05,136826.4500,0.0000,165560.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011117,2020-12-21,2021-01-05,67975.2100,0.0000,82250.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011126,2020-12-22,2021-01-06,8888.0000,0.0000,10754.480000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011126,2020-12-22,2021-01-06,35500.0000,0.0000,42955.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011126,2020-12-22,2021-01-06,3630.0000,0.0000,4392.300000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011126,2020-12-22,2021-01-06,10560.0000,0.0000,12777.600000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011126,2020-12-22,2021-01-06,4200.0000,0.0000,5082.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011126,2020-12-22,2021-01-06,1800.0000,0.0000,2178.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011126,2020-12-22,2021-01-06,5800.0000,0.0000,7018.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011126,2020-12-22,2021-01-06,16250.0000,0.0000,19662.500000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011126,2020-12-22,2021-01-06,25000.0000,0.0000,30250.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011126,2020-12-22,2021-01-06,7000.0000,0.0000,8470.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011126,2020-12-22,2021-01-06,10000.0000,0.0000,12100.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011128,2020-12-22,2021-01-06,171590.9100,0.0000,207625.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011144,2020-12-29,2021-01-13,54710.7400,0.0000,66200.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011145,2020-12-29,2021-01-13,68388.4300,0.0000,82750.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011146,2020-12-29,2021-01-13,82314.0500,0.0000,99600.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011169,2021-01-04,2021-01-19,172004.1300,0.0000,208125.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011170,2021-01-04,2021-01-19,137603.3100,0.0000,166500.010000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011171,2021-01-04,2021-01-19,137603.3100,0.0000,166500.010000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011172,2021-01-04,2021-01-19,55894.2100,0.0000,67631.990000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011178,2021-01-05,2021-01-20,174462.8100,0.0000,211100.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011196,2021-01-07,2021-01-22,175330.5800,0.0000,212150.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011214,2021-01-08,2021-01-23,35500.0000,0.0000,42955.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011214,2021-01-08,2021-01-23,9900.0000,0.0000,11979.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011214,2021-01-08,2021-01-23,10800.0000,0.0000,13068.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011214,2021-01-08,2021-01-23,4200.0000,0.0000,5082.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011214,2021-01-08,2021-01-23,1800.0000,0.0000,2178.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011214,2021-01-08,2021-01-23,5800.0000,0.0000,7018.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011217,2021-01-08,2021-01-23,35500.0000,0.0000,42955.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011217,2021-01-08,2021-01-23,7590.0000,0.0000,9183.900000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011217,2021-01-08,2021-01-23,10800.0000,0.0000,13068.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011217,2021-01-08,2021-01-23,4200.0000,0.0000,5082.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011217,2021-01-08,2021-01-23,1800.0000,0.0000,2178.000000000,LIFT VAN INT. CO S.A                                                            
