Factura,fecha_emi,fecha_vto,Neto Gravado,Neto No Gravado,Importe Total,Razon Social
A 0003-00001740,2017-08-08,2017-08-08,2400.0000,0.0000,2904.000000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00001740,2017-08-08,2017-08-08,2000.0000,0.0000,2420.000000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00001740,2017-08-08,2017-08-08,2400.0000,0.0000,2904.000000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00001740,2017-08-08,2017-08-08,2400.0000,0.0000,2904.000000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00001740,2017-08-08,2017-08-08,3000.0000,0.0000,3630.000000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00002249,2017-10-19,2017-10-19,5105.3700,0.0000,6177.500000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00024465,2025-02-10,2025-02-10,767780.0000,0.0000,929013.800000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00024465,2025-02-10,2025-02-10,251298.0000,0.0000,304070.580000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00024465,2025-02-10,2025-02-10,129250.0000,0.0000,156392.500000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00024465,2025-02-10,2025-02-10,48558.0000,0.0000,58755.180000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00024465,2025-02-10,2025-02-10,32170.0000,0.0000,38925.700000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00024465,2025-02-10,2025-02-10,111684.0000,0.0000,135137.640000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00024422,2025-02-06,2025-02-06,88245.5000,0.0000,106777.060000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00024422,2025-02-06,2025-02-06,129060.0000,0.0000,156162.600000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00024422,2025-02-06,2025-02-06,48558.0000,0.0000,58755.180000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00024422,2025-02-06,2025-02-06,32170.0000,0.0000,38925.700000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00024422,2025-02-06,2025-02-06,136337.0000,0.0000,164967.770000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00024422,2025-02-06,2025-02-06,210100.0000,0.0000,254221.000000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00024332,2025-01-29,2025-01-29,32170.0000,0.0000,38925.700000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00024332,2025-01-29,2025-01-29,136337.0000,0.0000,164967.770000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00024332,2025-01-29,2025-01-29,504240.0000,0.0000,610130.400000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00024332,2025-01-29,2025-01-29,84976.9700,0.0000,102822.130000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00024422,2025-02-06,2025-02-06,740466.0000,0.0000,895963.860000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00024422,2025-02-06,2025-02-06,312454.0000,0.0000,378069.340000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00024233,2025-01-20,2025-01-20,571472.0000,0.0000,691481.120000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00024332,2025-01-29,2025-01-29,767780.0000,0.0000,929013.800000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00024332,2025-01-29,2025-01-29,446363.0000,0.0000,540099.230000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00024332,2025-01-29,2025-01-29,921660.6000,0.0000,1115209.330000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00024332,2025-01-29,2025-01-29,128460.0000,0.0000,155436.600000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00024332,2025-01-29,2025-01-29,48558.0000,0.0000,58755.180000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00024233,2025-01-20,2025-01-20,446363.0000,0.0000,540099.230000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00024233,2025-01-20,2025-01-20,1222344.2000,0.0000,1479036.480000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00024233,2025-01-20,2025-01-20,127920.0000,0.0000,154783.200000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00024233,2025-01-20,2025-01-20,48558.0000,0.0000,58755.180000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00024233,2025-01-20,2025-01-20,32170.0000,0.0000,38925.700000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00024233,2025-01-20,2025-01-20,136337.0000,0.0000,164967.770000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00024172,2025-01-13,2025-01-13,184895.0000,0.0000,223722.950000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00024172,2025-01-13,2025-01-13,184888.0000,0.0000,223714.480000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00024172,2025-01-13,2025-01-13,258849.3600,0.0000,313207.730000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00024172,2025-01-13,2025-01-13,136337.0000,0.0000,164967.770000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00024172,2025-01-13,2025-01-13,184888.0000,0.0000,223714.480000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00024233,2025-01-20,2025-01-20,767780.0000,0.0000,929013.800000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00023931,2024-12-16,2024-12-16,124580.0000,0.0000,150741.800000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00023931,2024-12-16,2024-12-16,48558.0000,0.0000,58755.180000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00023931,2024-12-16,2024-12-16,32170.0000,0.0000,38925.700000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00023931,2024-12-16,2024-12-16,87405.0000,0.0000,105760.050000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00023931,2024-12-16,2024-12-16,77685.9500,0.0000,94000.000000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00024172,2025-01-13,2025-01-13,207306.0000,0.0000,250840.260000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00023799,2024-12-03,2024-12-03,123840.0000,0.0000,149846.400000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00023799,2024-12-03,2024-12-03,48558.0000,0.0000,58755.180000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00023799,2024-12-03,2024-12-03,32170.0000,0.0000,38925.700000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00023799,2024-12-03,2024-12-03,111684.0000,0.0000,135137.640000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00023931,2024-12-16,2024-12-16,740466.0000,0.0000,895963.860000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00023931,2024-12-16,2024-12-16,502596.0000,0.0000,608141.160000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00023300,2024-10-15,2024-10-15,29245.3200,0.0000,35386.840000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00023300,2024-10-15,2024-10-15,123942.0000,0.0000,149969.820000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00023300,2024-10-15,2024-10-15,152800.0000,0.0000,184888.000000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00023799,2024-12-03,2024-12-03,275050.0000,0.0000,332810.500000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00023799,2024-12-03,2024-12-03,767780.0000,0.0000,929013.800000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00023799,2024-12-03,2024-12-03,362986.0000,0.0000,439213.060000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00023095,2024-09-23,2024-09-23,636370.2500,0.0000,770008.000000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00023300,2024-10-15,2024-10-15,673151.0500,0.0000,814512.770000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00023300,2024-10-15,2024-10-15,284049.0000,0.0000,343699.290000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00023300,2024-10-15,2024-10-15,184214.4000,0.0000,222899.420000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00023300,2024-10-15,2024-10-15,120000.0000,0.0000,145200.000000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00023300,2024-10-15,2024-10-15,44143.8800,0.0000,53414.090000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00022778,2024-08-16,2024-08-16,188460.0000,0.0000,228036.600000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00022778,2024-08-16,2024-08-16,168086.0000,0.0000,203384.060000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00022778,2024-08-16,2024-08-16,611200.0000,0.0000,739552.000000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00022778,2024-08-16,2024-08-16,348399.2000,0.0000,421563.030000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00022778,2024-08-16,2024-08-16,123942.0000,0.0000,149969.820000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00022778,2024-08-16,2024-08-16,611200.0000,0.0000,739552.000000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00022683,2024-08-07,2024-08-07,134775.4800,0.0000,163078.330000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00022683,2024-08-07,2024-08-07,114600.0000,0.0000,138666.000000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00022683,2024-08-07,2024-08-07,44144.0000,0.0000,53414.240000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00022683,2024-08-07,2024-08-07,29245.0000,0.0000,35386.450000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00022683,2024-08-07,2024-08-07,123942.0000,0.0000,149969.820000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00022683,2024-08-07,2024-08-07,320880.0000,0.0000,388264.800000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00022538,2024-07-19,2024-07-19,235999.0000,0.0000,285558.790000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00022538,2024-07-19,2024-07-19,129880.0000,0.0000,157154.800000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00022538,2024-07-19,2024-07-19,54076.0000,0.0000,65431.960000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00022562,2024-07-23,2024-07-23,611615.8700,0.0000,740055.200000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00022683,2024-08-07,2024-08-07,377982.0000,0.0000,457358.220000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00022683,2024-08-07,2024-08-07,405784.0000,0.0000,490998.640000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00022538,2024-07-19,2024-07-19,353151.0000,0.0000,427312.710000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00022538,2024-07-19,2024-07-19,284049.0000,0.0000,343699.290000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00022538,2024-07-19,2024-07-19,217194.7200,0.0000,262805.610000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00022538,2024-07-19,2024-07-19,113340.0000,0.0000,137141.400000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00022538,2024-07-19,2024-07-19,44144.0000,0.0000,53414.240000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00022538,2024-07-19,2024-07-19,29245.0000,0.0000,35386.450000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00022255,2024-06-18,2024-06-18,44144.0000,0.0000,53414.240000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00022255,2024-06-18,2024-06-18,29245.0000,0.0000,35386.450000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00022255,2024-06-18,2024-06-18,123942.0000,0.0000,149969.820000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00022255,2024-06-18,2024-06-18,99320.0000,0.0000,120177.200000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00022285,2024-06-24,2024-06-24,164380.1700,0.0000,198900.010000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00001790,2024-06-24,2024-06-24,-164380.1700,0.0000,-198900.010000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00022121,2024-05-30,2024-05-30,103285.0000,0.0000,124974.850000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00022121,2024-05-30,2024-05-30,324717.0000,0.0000,392907.570000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00022255,2024-06-18,2024-06-18,353151.0000,0.0000,427312.710000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00022255,2024-06-18,2024-06-18,284049.0000,0.0000,343699.290000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00022255,2024-06-18,2024-06-18,59594.6000,0.0000,72109.470000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00022255,2024-06-18,2024-06-18,110880.0000,0.0000,134164.800000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00022121,2024-05-30,2024-05-30,314985.0000,0.0000,381131.850000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00022121,2024-05-30,2024-05-30,338153.0000,0.0000,409165.130000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00022121,2024-05-30,2024-05-30,165597.0000,0.0000,200372.370000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00022121,2024-05-30,2024-05-30,109430.0000,0.0000,132410.300000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00022121,2024-05-30,2024-05-30,36787.0000,0.0000,44512.270000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00022121,2024-05-30,2024-05-30,24371.0000,0.0000,29488.910000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00021938,2024-05-14,2024-05-14,157050.0000,0.0000,190030.500000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00021938,2024-05-14,2024-05-14,140072.0000,0.0000,169487.120000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00021938,2024-05-14,2024-05-14,553929.0000,0.0000,670254.090000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00021938,2024-05-14,2024-05-14,498510.0000,0.0000,603197.100000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00021938,2024-05-14,2024-05-14,196667.0000,0.0000,237967.070000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00021938,2024-05-14,2024-05-14,553929.0000,0.0000,670254.090000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00021907,2024-05-10,2024-05-10,294293.0000,0.0000,356094.530000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00021907,2024-05-10,2024-05-10,240033.0000,0.0000,290439.930000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00021907,2024-05-10,2024-05-10,108050.0000,0.0000,130740.500000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00021907,2024-05-10,2024-05-10,36787.0000,0.0000,44512.270000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00021907,2024-05-10,2024-05-10,24371.0000,0.0000,29488.910000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00021907,2024-05-10,2024-05-10,66216.0000,0.0000,80121.360000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00021767,2024-04-22,2024-04-22,157050.0000,0.0000,190030.500000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00021767,2024-04-22,2024-04-22,140072.0000,0.0000,169487.120000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00021767,2024-04-22,2024-04-22,369286.0000,0.0000,446836.060000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00021767,2024-04-22,2024-04-22,531349.6000,0.0000,642933.020000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00021767,2024-04-22,2024-04-22,103285.0000,0.0000,124974.850000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00021767,2024-04-22,2024-04-22,369286.0000,0.0000,446836.060000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00021552,2024-03-25,2024-03-25,140072.0000,0.0000,169487.120000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00021552,2024-03-25,2024-03-25,114606.0000,0.0000,138673.260000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00021552,2024-03-25,2024-03-25,245124.0000,0.0000,296600.040000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00021552,2024-03-25,2024-03-25,103285.0000,0.0000,124974.850000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00021552,2024-03-25,2024-03-25,114606.0000,0.0000,138673.260000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00021552,2024-03-25,2024-03-25,45064.0000,0.0000,54527.440000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00021390,2024-03-06,2024-03-06,36787.0000,0.0000,44512.270000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00021390,2024-03-06,2024-03-06,24371.0000,0.0000,29488.910000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00021390,2024-03-06,2024-03-06,103285.0000,0.0000,124974.850000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00021390,2024-03-06,2024-03-06,286515.0000,0.0000,346683.150000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00021491,2024-03-19,2024-03-19,246355.0000,0.0000,298089.550000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00021552,2024-03-25,2024-03-25,157050.0000,0.0000,190030.500000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00021298,2024-02-26,2024-02-26,342860.0000,0.0000,414860.600000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00021390,2024-03-06,2024-03-06,89667.0000,0.0000,108497.070000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00021390,2024-03-06,2024-03-06,314985.0000,0.0000,381131.850000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00021390,2024-03-06,2024-03-06,338153.0000,0.0000,409165.130000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00021390,2024-03-06,2024-03-06,240660.0000,0.0000,291198.600000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00021390,2024-03-06,2024-03-06,103740.0000,0.0000,125525.400000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00021297,2024-02-26,2024-02-26,382044.0000,0.0000,462273.240000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00021298,2024-02-26,2024-02-26,120808.0000,0.0000,146177.680000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00021298,2024-02-26,2024-02-26,107748.0000,0.0000,130375.080000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00021298,2024-02-26,2024-02-26,342860.0000,0.0000,414860.600000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00021298,2024-02-26,2024-02-26,308553.0000,0.0000,373349.130000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00021298,2024-02-26,2024-02-26,79450.0000,0.0000,96134.500000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00021282,2024-02-23,2024-02-23,342860.0000,0.0000,414860.600000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00021297,2024-02-26,2024-02-26,120808.0000,0.0000,146177.680000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00021297,2024-02-26,2024-02-26,107748.0000,0.0000,130375.080000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00021297,2024-02-26,2024-02-26,382044.0000,0.0000,462273.240000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00021297,2024-02-26,2024-02-26,297974.0400,0.0000,360548.590000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00021297,2024-02-26,2024-02-26,79450.0000,0.0000,96134.500000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00021258,2024-02-21,2024-02-21,181239.6700,0.0000,219300.000000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00021282,2024-02-23,2024-02-23,120808.0000,0.0000,146177.680000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00021282,2024-02-23,2024-02-23,107748.0000,0.0000,130375.080000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00021282,2024-02-23,2024-02-23,342860.0000,0.0000,414860.600000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00021282,2024-02-23,2024-02-23,236557.3000,0.0000,286234.330000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00021282,2024-02-23,2024-02-23,79450.0000,0.0000,96134.500000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00020983,2024-01-15,2024-01-15,100470.0000,0.0000,121568.700000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00020983,2024-01-15,2024-01-15,20212.0000,0.0000,24456.520000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00020983,2024-01-15,2024-01-15,13391.0000,0.0000,16203.110000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00020983,2024-01-15,2024-01-15,56750.0000,0.0000,68667.500000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00020983,2024-01-15,2024-01-15,262350.0000,0.0000,317443.500000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00020983,2024-01-15,2024-01-15,49520.0000,0.0000,59919.200000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00020474,2023-11-22,2023-11-22,20212.0000,0.0000,24456.520000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00020474,2023-11-22,2023-11-22,56750.0000,0.0000,68667.500000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00020474,2023-11-22,2023-11-22,139920.0000,0.0000,169303.200000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00020983,2024-01-15,2024-01-15,173069.0000,0.0000,209413.490000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00020983,2024-01-15,2024-01-15,185799.0000,0.0000,224816.790000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00020983,2024-01-15,2024-01-15,540600.0000,0.0000,654126.000000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00020393,2023-11-14,2023-11-14,454779.0000,0.0000,550282.590000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00020474,2023-11-22,2023-11-22,173069.0000,0.0000,209413.490000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00020474,2023-11-22,2023-11-22,185799.0000,0.0000,224816.790000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00020474,2023-11-22,2023-11-22,163200.0000,0.0000,197472.000000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00020474,2023-11-22,2023-11-22,13391.0000,0.0000,16203.110000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00020474,2023-11-22,2023-11-22,44580.0000,0.0000,53941.800000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00020393,2023-11-14,2023-11-14,161699.0000,0.0000,195655.790000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00020393,2023-11-14,2023-11-14,118248.0000,0.0000,143080.080000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00020393,2023-11-14,2023-11-14,43860.0000,0.0000,53070.600000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00020393,2023-11-14,2023-11-14,20212.0000,0.0000,24456.520000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00020393,2023-11-14,2023-11-14,13391.0000,0.0000,16203.110000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00020393,2023-11-14,2023-11-14,36382.0000,0.0000,44022.220000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00020351,2023-11-10,2023-11-10,113700.0000,0.0000,137577.000000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00020351,2023-11-10,2023-11-10,43860.0000,0.0000,53070.600000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00020351,2023-11-10,2023-11-10,20212.0000,0.0000,24456.520000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00020351,2023-11-10,2023-11-10,13391.0000,0.0000,16203.110000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00020351,2023-11-10,2023-11-10,108059.0000,0.0000,130751.390000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00020351,2023-11-10,2023-11-10,49268.0000,0.0000,59614.280000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00020350,2023-11-10,2023-11-10,76963.0000,0.0000,93125.230000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00020350,2023-11-10,2023-11-10,181896.0000,0.0000,220094.160000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00020350,2023-11-10,2023-11-10,282880.0000,0.0000,342284.800000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00020350,2023-11-10,2023-11-10,56750.0000,0.0000,68667.500000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00020350,2023-11-10,2023-11-10,181896.0000,0.0000,220094.160000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00020351,2023-11-10,2023-11-10,161699.0000,0.0000,195655.790000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00020331,2023-11-10,2023-11-10,43860.0000,0.0000,53070.600000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00020331,2023-11-10,2023-11-10,20212.0000,0.0000,24456.520000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00020331,2023-11-10,2023-11-10,13391.0000,0.0000,16203.110000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00020331,2023-11-10,2023-11-10,56750.0000,0.0000,68667.500000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00020331,2023-11-10,2023-11-10,104940.0000,0.0000,126977.400000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00020350,2023-11-10,2023-11-10,86291.0000,0.0000,104412.110000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00020136,2023-10-23,2023-10-23,10301.0000,0.0000,12464.210000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00020136,2023-10-23,2023-10-23,43654.0000,0.0000,52821.340000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00020136,2023-10-23,2023-10-23,53820.0000,0.0000,65122.200000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00020331,2023-11-10,2023-11-10,161699.0000,0.0000,195655.790000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00020331,2023-11-10,2023-11-10,130059.0000,0.0000,157371.390000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00020331,2023-11-10,2023-11-10,187680.0000,0.0000,227092.800000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00019507,2023-08-23,2023-08-23,41400.0000,0.0000,50094.000000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00020136,2023-10-23,2023-10-23,124384.0000,0.0000,150504.640000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00020136,2023-10-23,2023-10-23,100045.0000,0.0000,121054.450000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00020136,2023-10-23,2023-10-23,32400.0000,0.0000,39204.000000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00020136,2023-10-23,2023-10-23,43860.0000,0.0000,53070.600000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00020136,2023-10-23,2023-10-23,15548.0000,0.0000,18813.080000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00019507,2023-08-23,2023-08-23,76958.0000,0.0000,93119.180000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00019507,2023-08-23,2023-08-23,34720.0000,0.0000,42011.200000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00019507,2023-08-23,2023-08-23,43860.0000,0.0000,53070.600000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00019507,2023-08-23,2023-08-23,11960.0000,0.0000,14471.600000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00019507,2023-08-23,2023-08-23,7924.0000,0.0000,9588.040000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00019507,2023-08-23,2023-08-23,33580.0000,0.0000,40631.800000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00019334,2023-08-02,2023-08-02,134550.0000,0.0000,162805.500000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00019334,2023-08-02,2023-08-02,98320.0000,0.0000,118967.200000000,EDELWEISS SPEDITION SRL                                                         
